%% LaTeX2e file `NodeRight.dat'
%% generated by the `filecontents' environment
%% from source `tikz/main-figure4' on 2019/06/11.
%%
Time omegaA omegaB effortA effortB pwmA pwmB refOmegaA refOmegaB errorOmegaA errorOmegaB powerA powerB
  22.48895    0.00000    0.00000    -0.47126   -0.36382    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -5.77131   -4.45556
  22.53957    0.00000    0.00000    -0.47126   -0.32801    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -5.77131   -4.01698
  22.59039    0.00000    0.00000    -0.72194   -0.57869   15.09375   15.09375   14.00000   14.00000   14.00000   14.00000   -8.84140   -7.08706
  22.64081    0.00000    0.00000    -3.73019   -3.01394   19.46875   19.46875   14.00000   14.00000   14.00000   14.00000  -44.55391  -35.99892
  22.68126    0.00000    0.00000     0.10174    0.24499   23.84375   23.84375   14.00000   14.00000   14.00000   14.00000    1.22511    2.95000
  22.73179    0.00000    0.00000    -3.12138   -3.12138   28.21875   28.21875   14.00000   14.00000   14.00000   14.00000  -38.10150  -38.10150
  22.80254    5.03496    0.00000    -1.00844   -1.47400   27.91875   32.59375   14.00000   14.00000    8.96504   14.00000  -12.24107  -17.89233
  22.84312    7.45175    2.24895    -1.18750   -1.54563   27.72188   34.88125   14.00000   14.00000    6.54825   11.75105  -14.32098  -18.63987
  22.89362    9.36503   11.44615    -1.40238   -1.76050   27.63125   29.67813   14.00000   14.00000    4.63497    2.55385  -16.73049  -21.00294
  22.94439   11.58042   13.76224    -0.54288   -0.29219   26.73438   26.94687   14.00000   14.00000    2.41958    0.23776   -6.57024   -3.53629
  22.99491   13.05734   13.49370    -2.58419   -2.51257   25.78750   26.92500   14.00000   14.00000    0.94266    0.50630  -31.27531  -30.40847
  23.03646   15.17202   14.06434    -0.00569    0.38824   23.90000   26.59375   14.00000   14.00000   -1.17202   -0.06434   -0.06891    4.69874
  23.08710   14.19860   13.29231    -0.86519   -0.72194   24.11875   27.20312   14.00000   14.00000   -0.19860    0.70769  -10.47104   -8.73735
  23.14774   13.15804   14.86993    -1.33075   -1.47400   25.16875   26.07500   14.00000   14.00000    0.84196   -0.86993  -15.89465  -17.60564
  23.19846   12.85594   15.40699    -0.79357   -0.65032   25.86875   25.06875   14.00000   14.00000    1.14406   -1.40699   -9.37480   -7.68252
  23.24900   14.46713   15.64196    -3.69438   -3.01394   24.77500   24.33125   14.00000   14.00000   -0.46713   -1.64196  -43.56741  -35.54309
  23.28960   14.06433   15.64196    -0.11313    0.06593   24.76250   23.78125   14.00000   14.00000   -0.06433   -1.64196   -1.34127    0.78167
  23.34020   15.03777   16.01119    -0.82938   -0.65032   23.90000   22.92813   14.00000   14.00000   -1.03777   -2.01119  -10.06750   -7.89394
  23.39120   15.74265   15.27272    -0.97263   -1.22332   22.77500   22.92813   14.00000   14.00000   -1.74265   -1.27272  -11.80635  -14.84934
  23.44171   14.29930   13.59442    -0.75776   -0.61451   23.46250   24.20000   14.00000   14.00000   -0.29930    0.40558   -9.17461   -7.44020
  23.48226   13.99721   13.86293    -7.09656   -5.91475   23.86563   24.32812   14.00000   14.00000    0.00279    0.13707  -84.66085  -70.56203
  23.55284   14.80280   15.94404    -0.54288   -0.32801   23.16562   22.40000   14.00000   14.00000   -0.80280   -1.94404   -6.57500   -3.97258
  23.59333   16.11189   16.74965    -1.36657   -0.90101   21.57812   20.73125   14.00000   14.00000   -2.11189   -2.74965  -16.55651  -10.91604
  23.64387   13.66154   15.80980    -0.04151    0.38824   22.99688   20.62500   14.00000   14.00000    0.33846   -1.80980   -0.49907    4.66820
  23.69459   14.23216   16.91748    -0.79357   -0.61451   22.94063   19.17188   14.00000   14.00000   -0.23216   -2.91748   -9.52927   -7.37907
  23.74509   12.62098   14.73566    -1.11588   -0.90101   24.27813   20.11875   14.00000   14.00000    1.37902   -0.73566  -13.35643  -10.78451
  23.78568   13.76223   12.45316    -0.72194   -0.54288   23.89062   22.33438   14.00000   14.00000    0.23777    1.54684   -8.52926   -6.41376
  23.83612   14.43357   14.36644    -3.04975   -3.08557   23.17188   21.38437   14.00000   14.00000   -0.43357   -0.36644  -36.06134  -36.48479
  23.88659   15.20559   14.39999    -0.04151    0.10174   22.21875   20.95312   14.00000   14.00000   -1.20559   -0.39999   -0.49627    1.21651
  23.94729   13.72868   14.53426    -0.68613   -0.57869   23.09688   20.69687   14.00000   14.00000    0.27132   -0.53426   -8.28370   -6.98660
  23.99796   12.85595   15.17204    -0.97263   -0.79357   24.21250   19.91875   14.00000   14.00000    1.14405   -1.17204  -11.80424   -9.63107
