%% LaTeX2e file `SimPoseController.dat'
%% generated by the `filecontents' environment
%% from source `tikz/main-figure4' on 2019/06/19.
%%
Time X Xt Y Yt O Ot Vx Omega
   0.00000    0.00000    0.00000     0.00000    0.00000    0.00000   45.00000   -0.00009   20.00000
   1.50000   -0.00019    0.00300    -0.00005   -0.00000   27.70000   45.00000   -0.00024    6.96882
   3.00000   -0.00143    0.00600    -0.00123   -0.00000   53.80000   45.00000   -0.00055  -19.05998
   4.50000   -0.00166    0.00900    -0.00168   -0.00001   75.40000   42.97973   -0.00023  -20.00000
   6.00000   -0.00169    0.01200    -0.00185   -0.00002   92.50000   35.34689    0.00000  -20.00000
   7.50000   -0.00169    0.01500    -0.00185   -0.00003  105.10000   29.84099    0.00000  -20.00000
   9.00000   -0.00169    0.01800    -0.00185   -0.00004  113.20000   25.71459    0.00000  -20.00000
  10.50000   -0.00169    0.02100    -0.00185   -0.00006  116.80000   22.53740    0.00000  -20.00000
  12.00000   -0.00169    0.02400    -0.00185   -0.00007  115.90000   20.02997    0.00000  -20.00000
  13.50000   -0.00169    0.02700    -0.00185   -0.00009  110.50000   18.00792    0.00000  -19.02192
  15.00000   -0.00169    0.03000    -0.00185   -0.00011  100.60000   16.34661    0.00000  -12.11892
  16.50000   -0.00169    0.03299    -0.00185   -0.00014   88.00000   14.95961    0.00000   -2.08933
  18.00000   -0.00169    0.03599    -0.00185   -0.00016   79.30000   13.78545    0.00000    4.39895
  19.50000   -0.00169    0.03899    -0.00185   -0.00019   75.10000   12.77945    0.00000    6.63800
  21.00000   -0.00169    0.04199    -0.00185   -0.00022   75.40000   11.90840    0.00000    4.52939
  22.50000   -0.00169    0.04498    -0.00185   -0.00025   78.62006   11.14719    0.00000   -0.43378
  24.00000   -0.00169    0.04798    -0.00185   -0.00029   78.09231   10.47652    0.00000   -1.59546
  25.50000   -0.00169    0.05098    -0.00185   -0.00033   76.04556    9.88129    0.00000   -1.14717
  27.00000   -0.00169    0.05397    -0.00185   -0.00036   74.41012    9.34956    0.00000   -1.02803
  28.50000   -0.00169    0.05697    -0.00185   -0.00041   72.90575    8.87178    0.00000   -0.97010
  30.00000   -0.00169    0.05996    -0.00185   -0.00045   71.47746    8.44019    0.00000   -0.92691
  31.50000   -0.00169    0.06296    -0.00185   -0.00050   70.10991    8.04845    0.00000   -0.88980
  33.00000   -0.00169    0.06595    -0.00185   -0.00054   68.79547    7.69132    0.00000   -0.85670
  34.50000   -0.00169    0.06895    -0.00185   -0.00060   67.52871    7.36442    0.00000   -0.82679
  36.00000   -0.00169    0.07194    -0.00185   -0.00065   66.30516    7.06411    0.00000   -0.79954
  37.50000   -0.00169    0.07493    -0.00185   -0.00070   65.12109    6.78727    0.00000   -0.77455
  39.00000   -0.00169    0.07792    -0.00185   -0.00076   63.97331    6.53128    0.00000   -0.75150
  40.50000   -0.00169    0.08091    -0.00185   -0.00082   62.85906    6.29388    0.00000   -0.73013
  42.00000   -0.00169    0.08390    -0.00185   -0.00088   61.77597    6.07312    0.00000   -0.71022
  43.50000   -0.00169    0.08689    -0.00185   -0.00095   60.72195    5.86732    0.00000   -0.69159
  45.00000   -0.00169    0.08988    -0.00185   -0.00101   59.69518    5.67502    0.00000   -0.67409
  46.50000   -0.00169    0.09287    -0.00185   -0.00108   58.69405    5.49493    0.00000   -0.65759
  48.00000   -0.00169    0.09585    -0.00185   -0.00115   57.71713    5.32593    0.00000   -0.64198
  49.50000   -0.00169    0.09884    -0.00185   -0.00122   56.76313    5.16703    0.00000   -0.62717
  51.00000   -0.00169    0.10182    -0.00185   -0.00130   55.83092    5.01736    0.00000   -0.61307
  52.50000   -0.00169    0.10481    -0.00185   -0.00138   54.91945    4.87614    0.00000   -0.59962
  54.00000   -0.00169    0.10779    -0.00185   -0.00146   54.02780    4.74268    0.00000   -0.58676
  55.50000   -0.00169    0.11077    -0.00185   -0.00154   53.15511    4.61635    0.00000   -0.57444
  57.00000   -0.00169    0.11375    -0.00185   -0.00162   52.30061    4.49660    0.00000   -0.56261
  58.50000   -0.00169    0.11673    -0.00185   -0.00171   51.46358    4.38293    0.00000   -0.55123
  60.00000   -0.00169    0.11971    -0.00185   -0.00180   50.64336    4.27490    0.00000   -0.54026
  61.50000   -0.00169    0.12269    -0.00185   -0.00189   49.83937    4.17209    0.00000   -0.52968
  63.00000   -0.00169    0.12567    -0.00185   -0.00198   49.05103    4.07414   -0.00026   -0.51945
  64.50000   -0.00195    0.12864    -0.00214   -0.00208   48.27426    3.97287   -0.00026   -0.51387
  66.00000   -0.00220    0.13162    -0.00243   -0.00218   47.50886    3.87651   -0.00025   -0.50466
  67.50000   -0.00246    0.13459    -0.00270   -0.00228   46.75763    3.78472   -0.00025   -0.49508
  69.00000   -0.00272    0.13756    -0.00298   -0.00238   46.02068    3.69721   -0.00025   -0.48568
  70.50000   -0.00297    0.14053    -0.00324   -0.00248   45.29768    3.61370   -0.00024   -0.47655
  72.00000   -0.00323    0.14350    -0.00349   -0.00259   44.58821    3.53394   -0.00024   -0.46767
  73.50000   -0.00348    0.14647    -0.00374   -0.00270   43.89190    3.45772   -0.00023   -0.45905
  75.00000   -0.00373    0.14944    -0.00398   -0.00281   43.20838    3.38481   -0.00023   -0.45066
  76.50000   -0.00398    0.15240    -0.00420   -0.00292   42.53731    3.31504   -0.00022   -0.44250
  78.00000   -0.00421    0.15537    -0.00442   -0.00304   41.87836    3.24821   -0.00021   -0.43455
  79.50000   -0.00445    0.15833    -0.00463   -0.00316   41.23121    3.18418   -0.00020   -0.42679
  81.00000   -0.00467    0.16129    -0.00482   -0.00328   40.59558    3.12278   -0.00019   -0.41923
  82.50000   -0.00489    0.16425    -0.00501   -0.00340   39.97118    3.06389   -0.00018   -0.41185
  84.00000   -0.00510    0.16721    -0.00518   -0.00353   39.35774    3.00736   -0.00017   -0.40464
  85.50000   -0.00530    0.17017    -0.00534   -0.00365   38.75502    2.95309   -0.00016   -0.39760
  87.00000   -0.00548    0.17312    -0.00549   -0.00378   38.16277    2.90096   -0.00015   -0.39072
  88.50000   -0.00565    0.17608    -0.00562   -0.00391   37.58075    2.85087   -0.00014   -0.38398
  90.00000   -0.00581    0.17903    -0.00574   -0.00405   37.00875    2.80272   -0.00012   -0.37740
  91.50000   -0.00595    0.18198    -0.00585   -0.00418   36.44654    2.75643   -0.00011   -0.37095
  93.00000   -0.00608    0.18493    -0.00594   -0.00432   35.89392    2.71191   -0.00009   -0.36464
  94.50000   -0.00618    0.18788    -0.00601   -0.00446   35.35069    2.66908   -0.00008   -0.35845
  96.00000   -0.00627    0.19082    -0.00607   -0.00460   34.81666    2.62788   -0.00006   -0.35239
  97.50000   -0.00633    0.19377    -0.00612   -0.00475   34.29165    2.58822   -0.00004   -0.34646
  99.00000   -0.00637    0.19671    -0.00615   -0.00490   33.77547    2.55006   -0.00002   -0.34063
 100.50000   -0.00639    0.19965    -0.00616   -0.00505   33.26795    2.51333   -0.00000   -0.33493
 102.00000   -0.00638    0.20259    -0.00615   -0.00520   32.76894    2.47798    0.00002   -0.32933
 103.50000   -0.00634    0.20552    -0.00613   -0.00535   32.27826    2.44396    0.00004   -0.32383
 105.00000   -0.00627    0.20846    -0.00608   -0.00551   31.79576    2.41121    0.00007   -0.31844
 106.50000   -0.00618    0.21139    -0.00602   -0.00567   31.32129    2.37969    0.00009   -0.31315
 108.00000   -0.00604    0.21432    -0.00594   -0.00583   30.85469    2.34935    0.00012   -0.30795
 109.50000   -0.00588    0.21725    -0.00584   -0.00599   30.39584    2.32017    0.00014   -0.30285
 111.00000   -0.00567    0.22018    -0.00573   -0.00615   29.94459    2.29210    0.00017   -0.29783
 112.50000   -0.00543    0.22311    -0.00559   -0.00632   29.50081    2.26510    0.00020   -0.29291
 114.00000   -0.00515    0.22603    -0.00543   -0.00649   29.06394    2.22373    0.00023   -0.30307
 115.50000   -0.00482    0.22895    -0.00525   -0.00666   28.58402    2.11273    0.00026   -0.33425
 117.00000   -0.00445    0.23187    -0.00505   -0.00684   28.07948    1.99908    0.00030   -0.33769
 118.50000   -0.00404    0.23479    -0.00483   -0.00701   27.57349    1.88278    0.00033   -0.33647
 120.00000   -0.00357    0.23770    -0.00459   -0.00719   27.06993    1.76384    0.00037   -0.33451
 121.50000   -0.00306    0.24062    -0.00433   -0.00737   26.56938    1.64227    0.00041   -0.33247
 123.00000   -0.00249    0.24353    -0.00405   -0.00755   26.07189    1.51807    0.00044   -0.33046
 124.50000   -0.00186    0.24643    -0.00375   -0.00774   25.57739    1.39127    0.00048   -0.32849
 126.00000   -0.00118    0.24934    -0.00342   -0.00793   25.08581    1.26186    0.00052   -0.32657
 127.50000   -0.00044    0.25225    -0.00308   -0.00812   24.59708    1.12986    0.00057   -0.32470
 129.00000    0.00036    0.25515    -0.00272   -0.00831   24.11114    0.99529    0.00061   -0.32287
 130.50000    0.00122    0.25805    -0.00233   -0.00850   23.62792    0.85816    0.00065   -0.32108
 132.00000    0.00215    0.26094    -0.00193   -0.00870   23.14735    0.71849    0.00070   -0.31934
 133.50000    0.00315    0.26384    -0.00151   -0.00890   22.66937    0.57629    0.00075   -0.31763
 135.00000    0.00422    0.26673    -0.00107   -0.00910   22.19393    0.43159    0.00080   -0.31596
 136.50000    0.00536    0.26962    -0.00061   -0.00930   21.72097    0.28441    0.00085   -0.31433
 138.00000    0.00658    0.27251    -0.00013   -0.00951   21.25043    0.13476    0.00090   -0.31274
 139.50000    0.00787    0.27539     0.00037   -0.00971   20.78226  359.98268    0.00095   -0.31117
 141.00000    0.00924    0.27828     0.00088   -0.00992   20.31643  359.82818    0.00100   -0.30964
 142.50000    0.01069    0.28116     0.00141   -0.01014   19.85287  359.67130    0.00106   -0.30814
 144.00000    0.01222    0.28404     0.00196   -0.01035   19.39155  359.51206    0.00111   -0.30666
 145.50000    0.01383    0.28691     0.00252   -0.01057   18.93243  359.35049    0.00117   -0.30522
 147.00000    0.01553    0.28978     0.00309   -0.01079   18.47546  359.18662    0.00123   -0.30379
 148.50000    0.01732    0.29265     0.00368   -0.01101   18.02062  359.02048    0.00129   -0.30239
 150.00000    0.01920    0.29552     0.00429   -0.01123   17.56786  358.85212    0.00135   -0.30101
 151.50000    0.02117    0.29838     0.00490   -0.01145   17.11717  358.68155    0.00141   -0.29965
 153.00000    0.02323    0.30125     0.00553   -0.01168   16.66850  358.50882    0.00147   -0.29831
 154.50000    0.02539    0.30411     0.00617   -0.01191   16.22184  358.33398    0.00153   -0.29698
 156.00000    0.02764    0.30696     0.00681   -0.01214   15.77716  358.15705    0.00159   -0.29567
 157.50000    0.02998    0.30982     0.00747   -0.01238   15.33444  357.97807    0.00166   -0.29437
 159.00000    0.03243    0.31267     0.00813   -0.01261   14.89366  357.79710    0.00172   -0.29308
 160.50000    0.03497    0.31552     0.00879   -0.01285   14.45480  357.61418    0.00179   -0.29180
 162.00000    0.03762    0.31836     0.00947   -0.01309   14.01786  357.42934    0.00185   -0.29053
 163.50000    0.04036    0.32120     0.01014   -0.01334   13.58282  357.24265    0.00192   -0.28927
 165.00000    0.04321    0.32404     0.01082   -0.01358   13.14967  357.05414    0.00199   -0.28801
 166.50000    0.04616    0.32688     0.01150   -0.01383   12.71840  356.86387    0.00205   -0.28676
 168.00000    0.04921    0.32971     0.01217   -0.01408   12.28901  356.67189    0.00212   -0.28551
 169.50000    0.05237    0.33254     0.01285   -0.01433   11.86151  356.47825    0.00219   -0.28425
 171.00000    0.05563    0.33537     0.01352   -0.01458   11.43588  356.28301    0.00226   -0.28300
 172.50000    0.05900    0.33820     0.01419   -0.01484   11.01214  356.08622    0.00232   -0.28174
 174.00000    0.06246    0.34102     0.01485   -0.01510   10.59028  355.88795    0.00239   -0.28048
 175.50000    0.06604    0.34384     0.01551   -0.01536   10.17031  355.68824    0.00246   -0.27922
 177.00000    0.06971    0.34665     0.01616   -0.01562    9.75225  355.48716    0.00252   -0.27794
 178.50000    0.07349    0.34946     0.01679   -0.01589    9.33611  355.28477    0.00259   -0.27666
 180.00000    0.07737    0.35227     0.01742   -0.01616    8.92190  355.08114    0.00266   -0.27537
 181.50000    0.08135    0.35508     0.01803   -0.01643    8.50963  354.87633    0.00272   -0.27406
 183.00000    0.08544    0.35788     0.01862   -0.01670    8.09932  354.67041    0.00279   -0.27275
 184.50000    0.08962    0.36068     0.01921   -0.01697    7.69100  354.46344    0.00285   -0.27141
 186.00000    0.09390    0.36348     0.01977   -0.01725    7.28468  354.25549    0.00291   -0.27007
 187.50000    0.09828    0.36627     0.02032   -0.01753    6.88040  354.04664    0.00298   -0.26870
 189.00000    0.10276    0.36906     0.02084   -0.01781    6.47817  353.83695    0.00304   -0.26732
 190.50000    0.10733    0.37185     0.02134   -0.01809    6.07803  353.62649    0.00310   -0.26592
 192.00000    0.11200    0.37463     0.02183   -0.01838    5.68000  353.41535    0.00316   -0.26449
 193.50000    0.11675    0.37741     0.02228   -0.01866    5.28413  353.20360    0.00322   -0.26305
 195.00000    0.12160    0.38019     0.02272   -0.01895    4.89044  352.99132    0.00327   -0.26158
 196.50000    0.12653    0.38296     0.02312   -0.01924    4.49897  352.77858    0.00333   -0.26008
 198.00000    0.13155    0.38573     0.02350   -0.01954    4.10976  352.56546    0.00338   -0.25856
 199.50000    0.13664    0.38850     0.02385   -0.01983    3.72285  352.35205    0.00344   -0.25701
 201.00000    0.14182    0.39126     0.02417   -0.02013    3.33829  352.13843    0.00349   -0.25543
 202.50000    0.14708    0.39402     0.02446   -0.02043    2.95611  351.92468    0.00354   -0.25381
